"57",0,0,0,0,0,0,0,0,0,0,0,0,0.0073499,0.012893,5.993e-05,0,0,0.00045235,0,0,0,0,0.018678,0,0.031297,0,0.029533,0,0.11435,0.037443,0,0.04512,0.01884,0,0.0096747,4.189e-06,0.004467,0.047944,0,0.0055593,7.9793e-06,0,0,0,0.0312,0,0.0021614,8.294e-06,0.11579,0,0.00086388,0,0.011073,0.056389,0.00085191,0.00012723,0.0060095,0.0019522,1.795e-05,0.00065664,3.5127e-05,0.0073022,0,0,0.0068059,0.00071314,0.0090845,0.072591,0.017017,0.0043797,0,0.00084982,0.028558,0.0026553,0.040152,0,0.00065257,0,0,0,0.038337,0,0.03164,0,0,0,0.017605,0,0.00197,0.00032514,0,0.022279,0,0,0,0,0,0,0.058826,0.0096468,0,0.029068,0,0.0035478,0,0,0.040645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028003,0,0,3.3996e-05,0,0,0,2.8087e-05,0.029005,0,0.0067166,0.0059836,0.0013463,0.016494,0,0.0023326,0.00025086,0,0.0035686,0.019128,0.00017669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085204,0,0,0,0,0,0
"58",0,0,0,0,0.0053846,0,0,0,0,0,0,0,0.00091444,0.00042516,0.00014435,0,0,0.00010841,0,0,0,0,0.015849,0.0019997,0.0025562,0,0.0016059,0,0.0019484,0.0025031,0.023558,0.0017038,0.0063716,0.021496,0.0021447,0.016456,0.00057308,0.00079929,0,0.00071778,0.010385,0,0,0,0.00080105,0,0.002453,0.025306,4.8724e-05,0,0.00066042,0,0,5.1628e-06,0.00030004,0.030714,0.012047,0.086553,0.010812,0,0.046096,0.0043062,0.047958,0,0.0019146,0.00017557,1.588e-05,0.00010007,0.0039837,0.0016502,0,0.00018275,0.0094984,2.1301e-05,1.0644e-05,0.0012726,0.00079975,0,0.0016865,0,3.4623e-05,0,0.0081056,0,0,0,0.0023833,0,5.3688e-05,0.00020618,0,6.197e-07,0.0010357,0,0,0.00010019,0,0,5.7113e-05,1.6907e-06,0,2.2646e-05,0,0,0,0,3.8866e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001207,0.00050339,0.00028188,0.025945,0,0,0.034564,0.00019453,0.0027891,0.00035332,0.011756,0.00098048,0.0011745,6.2623e-06,0.00048328,0.00059084,0.0073993,0,0.00064169,0.010921,0,0.0013137,0.00062638,0.0003742,0,0,0,0,0,0,0,0,0,0,0,1.4212e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4308e-06,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0.0059801,0.0032996,0.0038679,0,0,0.00011903,0,0,0,0,0.010553,0,0.014979,0,0.016412,0,0.0061337,0.016939,0.00066375,0.0091785,0.014381,0.00087828,0.0045467,0.014474,0.0061905,0.011147,0,0.0061837,0.01554,0,0,0,0.024321,0,0.022043,0.0096313,0.030613,0,0.026058,0,0.032652,0.044358,0.031958,0.048483,0.0058325,0.020666,0.014829,0.0004026,0.011595,0.062149,0.048206,0,0.022067,0.001326,0.0083548,0.011481,0.069185,0.013306,0,0.031257,0.024922,0.030634,0.0026865,4.5306e-05,0.0011859,0,0.00066804,0,0.0028927,0,0.008926,0,0,0,0.028049,0,0.0004235,0.0013619,0,0.055473,0,0,0,0,0,0,0.014973,0.0033077,0,0.0001919,0,0.0015684,0,0,0.0018622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013186,0,0,0.011092,3.3221e-05,0,0.00048255,0.013059,0.030786,0,0.00015881,0.0051713,0.0015142,0.075888,0,0.0021661,0.015464,0,0.00057549,0.014105,0.00032834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6619e-05,0,0,0,0,0,0
"60",0,0,0,0,0.0022619,0,0,0,0,0,0,0,1.6181e-06,0,0,0,0,0,0,0,0,0,1.2349e-05,0.0012983,3.0752e-06,0,0,0,4.8063e-06,0,0.0024551,5.9332e-06,0,0.0051715,1.346e-06,0.00030795,0,1.2523e-05,0,0,0.00011107,0,0,0,0,0,5.5588e-06,6.8107e-05,0,4.6375e-05,0,0,0,0,0,0.00055681,0.00090962,0.00039319,0.00035591,0.0099489,0.0019962,0,0.0091254,0,0,0,0,0,2.609e-06,0.00036857,0,8.8346e-05,1.5174e-05,0.0075951,4.5567e-05,0.006688,0,1.5525e-05,0.0028761,0,0.00022022,0,2.4941e-05,0,0,0,3.3239e-06,0,0.0017537,0.0026766,0,0.018873,0.00010988,0,0,0.0070288,2.8493e-05,0.00054491,0,0.00093977,0,0.0013765,0,0.012086,0,0,0.0025802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010432,0,0.0037769,0,0,0.00036885,2.7074e-06,0.0055198,0.00010212,0.0052612,7.8949e-06,0.00084407,0.00059859,0,0.0040514,1.4782e-05,0,6.9586e-06,0.017424,0,1.2848e-05,0,0.0091729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025018,0,0,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0.0068738,0.0062542,0.0014976,0,0,0.0017446,0,0,0,0,0.065129,0,0.02793,0,0.017073,0,0.017353,0.021138,0.00024867,0.014058,0.066613,0.00041257,0.048244,0.013064,0.00090354,0.017548,0,0.0051264,0.026344,0,0,0,0.033875,0,0.069811,0.032369,0.031251,0,0.014651,0,0.10586,0.0417,0.026662,0.036712,0.0053969,0.056241,0.0092597,3.4689e-06,0.0060857,0.066375,0.02144,0,0.029034,0.002341,0.003496,0.0050725,0.083446,0.037849,0,0.022653,0.045699,0.03274,0.00026142,0,0.0006256,0,0,0,0.0020693,0,0.037278,0,0,0,0.026136,0,0.0017586,0.0006937,0,0.0091162,0,0,0,0,0,0,0.0047271,4.652e-05,0,0.00095896,0,0,0,0,0.0013016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086693,0,0,0.0024088,0,0,0.0001864,0.00075493,0.012694,0,0.00015374,0.015621,0.009396,0.081315,0,0.0038822,0.034376,0,0.0075726,0.0037003,0.0018433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1599e-05,0,0,0,0,0,0
"62",0,0,0,0,7.5113e-05,0,0,0,0,0,0,0,0.023272,0.0052074,0.0073376,0,0,0.023975,0,0,0,0,0.0064004,0.00019698,0.0018215,0,0.0042157,0,0.00060957,0.00059974,0.00022491,0.00034169,0.0080848,0.00032582,0.014546,0.0017405,0,3.1793e-05,0,0.0038543,0.0119,0,0,0,0.0013792,0,0.013172,0.0021198,0.039193,0,0.0078872,0,0.014177,0.029465,0.012559,0.0021381,0.011332,0.00096655,0.00084988,0.021642,4.7768e-05,0.0036886,0.00064299,0,0.018027,0.012513,0.014149,0.049191,0.00025848,0.020251,0,0.0020379,0.00037843,0.0032635,0.030257,0,0.030332,0,0,0,0.05737,0,0.00073085,0,0,0,0.0076362,0,0.032369,0.031867,0,0.0097196,0,0,0,0,0,0,0.024345,0.011048,0,0.026776,0,0.0085768,0,0,0.040784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054919,0,0,0.00018295,0,8.7924e-05,0,9.0197e-05,0.022905,0.00015359,0.058541,0.019249,0.023913,5.6803e-05,0,0.003151,0.0044371,0,0.015636,0.0054244,0.069115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01312,0,0,0,0,0,0
"63",0,0,0,0,0.0039268,0,0,0,0,0,0,0,0.0013138,0.00084031,0.00026104,0,0,1.0288e-05,0,0,0,0,0.009502,0.004923,0.0024669,0,0.0010517,0,0.00064963,0.00061823,0.028165,0.0010956,0.013508,0.053943,0.0043912,0.014585,0.0017381,0.00083631,0,0.0046988,0.015228,0,0,0,0.0005428,0,0.0022319,0.008567,4.1962e-05,0,0.00030413,0,0,8.8812e-06,0,0.0069255,0.016348,0.015039,0.016631,1.6849e-06,0.024535,0.0037562,0.0097813,0,0.00016046,6.2794e-05,3.7378e-05,0.00025806,0.0039994,0.0053063,0,9.946e-06,0.0074183,3.2493e-05,0,0.00030192,0.00087237,0,0.00059992,0,0.00016184,0,0.0047833,0,0,0,0.0018184,0,2.2211e-05,0.0010436,0,2.1297e-05,0.00086131,0,0,8.3373e-05,0,0,4.0909e-05,1.6255e-05,0,8.1386e-05,0,0,0,0,4.6336e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017639,0.00077254,0.00010344,0.02706,0,0,0.014467,8.6207e-05,0.0080391,0.0053295,0.012751,0.0011393,0.0027567,5.4704e-06,0.0011224,0.00048791,0.0033608,0,0.0031738,0.0034269,0,0.00063298,0.00047594,0.00026429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9345e-05,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18323,0,0,0,0,0,0,0.0033331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11134,0,0,2.142e-06,0,0,0,0,0,0,0.00042772,0,0.033372,0,0.049545,0.020736,0,0.11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098444,0,0,0.14567,0,0,0,0,0,0,0,0,0,0.0012445,0.087344,0.10383,0,0.1715,4.9974e-06,0,0,0,0,0,0,0,0,0.24265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0.024582,0.0094806,0.021699,0,0,0.046962,0,0,0,0,0.00082254,1.0476e-05,0.0015156,0,0.0034705,0,0.00028697,0,4.1475e-06,0.00035433,0.0068687,5.1606e-05,0.0077986,0.00018981,0.0021094,4.6285e-05,0,0.005128,0.0015159,0,0,0,0.0033183,0,0.0026127,0.00017347,0.036128,0,0.00091125,0,0.0078789,0.0085978,0.0059836,0.001595,0.0052033,0.00044751,0.00065518,0.019017,4.9728e-06,0.087163,0.00026697,0,0.054297,0.036498,0.019343,0.052787,0.00011253,0.011502,0,0.002669,0.0051295,0.0027675,0.015745,1.9077e-05,0.07077,0,2.1399e-05,0,0.035115,0,0.00065728,0,0,0,0.0048867,0,0.045766,0.046249,0,0.0119,0,0,0,0,0,0,0.05969,0.0089849,0,0.022827,0,0.0039901,0,0,0.051818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029658,0,0,7.2404e-06,0,1.3472e-05,0,0.00016412,0.071417,3.1429e-06,0.071542,0.034541,0.016239,0.016181,0,0.019964,0.0016905,0,0.019467,0.011521,0.029415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011671,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0.022914,0.0012696,0.017491,0,0,0.011599,0,0,0,0,1.0329e-05,0,9.0386e-07,0,6.5963e-06,0,3.2262e-06,5.4455e-07,7.3859e-07,6.8439e-06,2.1458e-05,7.4664e-05,0.0029527,1.459e-05,0,0,0,0.00047655,0.0001246,0,0,0,0.00018075,0,0.0022558,0.00014268,0.0088161,5.9481e-07,0.0017106,0,0.0046719,0.0037507,0.0048136,0.0015768,0.0019671,0.00010613,6.6038e-05,0.020664,1.4792e-06,0,0.00094379,0,0,0.3917,0.012532,0.013064,0,0.0059167,0,0.0024091,6.9204e-07,0.0020133,0.01564,7.5806e-05,0,0,1.5058e-05,0,0.025109,0,5.3469e-06,0,0,0,0.0015491,0,0.018016,0.22487,0,0.0037549,4.6531e-07,0,0,1.096e-05,0,0,0.063864,0.014045,0,0.036136,0,0.0098581,0,0,0.053462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1562e-08,0,3.2562e-05,0,0,1.7208e-07,0,0,0,0,0.0030802,0,0.030922,0.00091477,0.052854,1.2122e-06,0,0.0026563,0.0015295,0,0.030667,0.00026131,0.042677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015219,0,0,0,0,0,0
"67",0,0,0,0,0.00078776,0,0,0,0,0,0,0,5.9927e-05,3.2128e-05,0,0,0,1.8658e-05,0,0,0,0,0.00063352,8.9277e-05,0.00019468,0,8.219e-05,0,7.4492e-05,0.00010603,0.0033964,0.00022331,0.00029966,0.0073681,4.8974e-05,0.023174,2.3749e-05,0.00041799,0,1.3129e-05,0.01,0,0,0,8.1794e-05,0,0.050903,0.054305,0.0022634,0,0.054403,0,0.015124,0.0075206,0.025572,0.050162,0.0061442,0.052017,0.054809,0.029265,0.033126,0.00055492,0.041569,0,0.00043206,7.1706e-05,0.1014,8.5609e-06,0.00066831,0.0018512,0,0.04533,0.00059007,0.048237,0.000672,7.8728e-06,0,0,1.0982e-06,0,0.00085862,0,0.0013726,0,0,0,0.0002255,0,3.2004e-06,0.00050042,0,0.046241,0.0002689,0,0,5.0124e-05,0,0,5.4983e-06,0.0038635,0,0.00039349,0,0.0064977,0,0,4.5572e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001621,0.00048694,5.7176e-05,0.017549,0,0,0.011675,5.9913e-05,0.00026178,6.6909e-05,0.010595,0.0013257,9.1157e-05,0.0021995,0,6.4759e-05,0.00096331,0,1.3215e-05,0.033475,0,3.5623e-05,8.1175e-06,0.0010656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012571,0,0,0,0,0,0
"68",0,0,0,0,2.2586e-05,0,0,0,0,0,0,0,0.00013833,6.7741e-05,0,0,0,0,0,0,0,0,0.002701,0,0.00028372,0,0.00049506,0,0.00012805,2.8301e-05,0.0010837,0.00059158,0.000648,0.0028164,1.4003e-05,0.014874,0,8.7946e-05,0,2.4726e-05,0.029604,0,0,0,6.0442e-05,0,0.050605,0.032625,0.030292,0,0.086723,0,0.018029,0.033137,0.0326,0.024202,0.01748,0.040395,0.021067,0.08781,0.01064,0.00066364,0.019675,0,0,2.9285e-06,0.093023,0.02483,0.0003137,0.03302,0,0.020277,0.0014262,0.027966,0.029209,0,0,0,0,0,0.012558,0,0.0016916,0,0,0,0.00031431,0,0.00029842,0.0015441,0,0.053122,0,0,0,5.3108e-06,0,0,1.0793e-05,0.082977,0,0.074433,0,0.11896,0,0,0.0046563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027017,8.8938e-05,0,0.013982,0,0,0.014961,6.1927e-05,3.7187e-05,0.00024474,0.0010071,0.0003153,5.6586e-05,0.088289,2.1384e-05,0.00020716,0.0013719,0,1.1537e-05,0.020027,0,3.8479e-05,0.00010061,0.00038398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026909,0,0,0,0,0,0
"69",0,0,0,0,1.9648e-05,0,0,0,0,0,0,0,0.02165,0.011583,0.015854,0,0,0.061954,0,0,0,0,0.0026402,4.0425e-05,0.0020421,0,0.0041738,0,0.00014576,1.0384e-05,4.2477e-05,0.00039826,0.0019209,0.00012717,0.018405,0.0001314,0.00034742,0.00087743,0,0.0081452,0.0022006,0,0,0,0.0042729,0,0.003705,0.0002965,0.0478,0,0.0050115,0,0.010164,0.029063,0.011942,0.0027042,0.0075604,0.00014594,0.00015363,0.018183,8.7441e-05,0.039925,0.00041459,0,0.041849,0.029264,0.021454,0.073435,0.0027095,0.014836,0,0.0031556,0.0055161,0.0034679,0.025426,3.4699e-05,0.085189,0,2.3668e-05,0,0.038909,0,0.00071978,0,0,0,0.012781,0,0.045214,0.038289,0,0.006445,0,0,0,7.3681e-06,0,0,0.04634,0.0098027,0,0.039374,0,0.0048928,0,0,0.05291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047822,0,0,7.0893e-05,0,4.7625e-05,0,7.2672e-05,0.058693,0.0001322,0.060233,0.012765,0.014589,0.010572,0,0.0051412,0.0016128,0,0.016179,0.0048338,0.02555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068892,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0.0070916,0.002855,0.0015325,0,0,0.0001244,0,0,0,0,0.023804,0,0.011326,0,0.0080766,0,0.0083828,0.016248,0.00042623,0.034073,0.010221,5.5308e-06,0.0010193,0.030829,0.0016644,0.013429,0,0.0021377,0.051173,0,0,0,0.0045326,0,0.032759,0.0088324,0.050099,0,0.085313,0,0.12722,0.088397,0.17513,0.058566,0.018301,0.017672,0.012838,0.0050361,0.0037589,0.007498,0.019466,0,0.0042261,0.00019086,0.051311,0.0053936,0.015809,0.036281,0,0.015125,0.0090489,0.018958,0.11971,0,0.00071356,0,3.6511e-05,0,0.038321,0,0.015972,0,0,0,0.013619,0,0.00027009,0.00016852,0,0.042906,0,0,0,0,0,0,0.004289,0.024125,0,0.0029607,0,0.022045,0,0,0.0013068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029302,0,0,0.015372,0,0,0,0.0094511,0.0059814,0,0.00013147,0.0064925,0.0010618,0.0081608,0,0.0015472,0.04184,0,0.0016144,0.007649,0.0002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017709,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069232,0,0.0017159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047126,0,0.016734,0.013321,0.15051,0,0.082909,0,0.1014,0,0.083654,0,0.10618,0,0,0.0014924,0,0,0.001011,0,0.017483,8.4725e-05,0.014639,0,0,0,0,0,0,0.0016888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075795,0,0,0.042504,0,0,0,0,0,0,0,0,0,0.048344,0.032801,0.045792,0,0.0028844,0.044393,0,0,0,0,0,0,0,0,0.0088996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
