,FID,geometry,fa_included,aa_included,aa_donors_demo_pu,aa_recipients_demo_pu,between_cent_demo_pu,eig_vect_cent_demo_pu,fa_donors_demo_pu,fa_recipients_demo_pu,google_demo_pu,in_degree_demo_pu,out_degree_demo_pu,self_recruit_demo_pu,best_solution,select_freq,status
11,11,"POLYGON ((148.2146217707741 -19.66584437814714, 148.285378319368 -19.62814093156765, 148.3554594430242 -19.66694672934286, 148.3548199575518 -19.74348591198697, 148.2840253380786 -19.78121874199447, 148.2139082760776 -19.74238299087286, 148.2146217707741 -19.66584437814714))",False,False,0.008018413148717955,0.008018413148717951,14.868526531794593,9.364711535956497e-13,0.0104697394025641,0.010469739402564104,0.0021110007956546112,22,22,0.0,0,4,0
12,12,"POLYGON ((148.3554594430242 -19.66694672934286, 148.4261800516238 -19.62918270945004, 148.4962991295807 -19.6679284716175, 148.4957336565098 -19.74446816183175, 148.4249750920827 -19.78226159736658, 148.3548199575518 -19.74348591198697, 148.3554594430242 -19.66694672934286))",False,False,0.011728744930769235,0.011728744930769235,14.868526531794593,5.134425866142148e-13,0.006759407620512819,0.006759407620512819,0.0014408408685263004,22,22,0.0,0,4,0
13,13,"POLYGON ((147.4417394973072 -19.54282291726729, 147.5126353312517 -19.50545196463019, 147.5824510928775 -19.54458719408213, 147.5814062531869 -19.62112345640124, 147.5104717813244 -19.65852359290698, 147.4406207888589 -19.61935826820209, 147.4417394973072 -19.54282291726729))",False,False,0.013216271623076932,0.013216271623076929,0.0,2.0235632419656265e-11,0.005298800076923071,0.005298800076923074,0.0011271572496719257,91,91,0.0,0,4,0
14,14,"POLYGON ((147.5824510928775 -19.54458719408213, 147.6533116933313 -19.50715555360592, 147.7231659766443 -19.54623097379425, 147.7221950108932 -19.62276808527069, 147.6512958862232 -19.66022894242634, 147.5814062531869 -19.62112345640124, 147.5824510928775 -19.54458719408213))",False,False,0.010245672292307691,0.010245672292307696,366.2531892650142,2.3600941884453443e-11,0.00826868762564103,0.008268687625641025,0.0016626044097051843,153,153,0.0,1,6,0
15,15,"POLYGON ((147.7231659766443 -19.54623097379425, 147.7939912249065 -19.50873867452973, 147.8638839161889 -19.54775425239498, 147.8629868291933 -19.62429215079566, 147.7921231706156 -19.66181369943356, 147.7221950108932 -19.62276808527069, 147.7231659766443 -19.54623097379425))",False,False,0.009978444479487172,0.009978444479487179,366.2531892650142,1.5934774896179237e-11,0.008513881143589757,0.00851388114358975,0.0015044533324799255,153,153,0.0,1,4,0
16,16,"POLYGON ((147.8638839161889 -19.54775425239498, 147.9346736937261 -19.51020132354266, 148.0046046790627 -19.54915702616923, 148.0037814752721 -19.62569564925539, 147.9329534015178 -19.66327786005785, 147.8629868291933 -19.62429215079566, 147.8638839161889 -19.54775425239498))",False,False,0.009558984933333342,0.009558984933333344,0.0,1.3400383491151998e-11,0.008929167617948713,0.008929167617948711,0.0015628634980276884,82,82,0.0,0,4,0
17,17,"POLYGON ((148.0046046790627 -19.54915702616923, 148.0753588675099 -19.51154349707921, 148.1453280327887 -19.55043929169578, 148.1445787162867 -19.62697857722345, 148.0737863459172 -19.66462142072299, 148.0037814752721 -19.62569564925539, 148.0046046790627 -19.54915702616923))",False,False,0.01124109785641026,0.011241097856410259,213.19758919032225,4.59202715933195e-12,0.007247054694871795,0.0072470546948717966,0.0014515080404185195,94,94,0.0,0,4,0
18,18,"POLYGON ((148.1453280327887 -19.55043929169578, 148.2160465139508 -19.51276519186763, 148.2860537448646 -19.55160104584719, 148.285378319368 -19.62814093156765, 148.2146217707741 -19.66584437814714, 148.1445787162867 -19.62697857722345, 148.1453280327887 -19.55043929169578))",False,False,0.008414572717948716,0.008414572717948716,0.0,1.212423116811563e-12,0.010073579833333339,0.010073579833333339,0.002029089746264884,16,16,0.0,0,2,0
19,19,"POLYGON ((148.2860537448646 -19.55160104584719, 148.3567364007172 -19.5138664049295, 148.4267815827644 -19.5526422857898, 148.4261800516238 -19.62918270945004, 148.3554594430242 -19.66694672934286, 148.285378319368 -19.62814093156765, 148.2860537448646 -19.55160104584719))",False,False,0.008917072582051289,0.008917072582051287,0.0,7.70613915327825e-13,0.009571079969230767,0.009571079969230768,0.0019600561110774484,16,16,0.0,0,6,0
20,20,"POLYGON ((147.0919288893916 -19.42308464607274, 147.162855975009 -19.38586423689079, 147.2325206117034 -19.42514854778609, 147.2312930444244 -19.50168339942583, 147.1603271002647 -19.53893288983264, 147.0906275840129 -19.49961843238225, 147.0919288893916 -19.42308464607274))",True,False,0.011946288156410266,0.011946288156410266,0.0,3.206116752105142e-11,0.006640631748717944,0.006640631748717944,0.001284170216385297,91,91,0.0,0,4,0
21,21,"POLYGON ((147.2325206117034 -19.42514854778609, 147.3034128146648 -19.3878674261645, 147.3731161939888 -19.42709205690188, 147.3719623708874 -19.50362791175484, 147.3010314223193 -19.54093814765213, 147.2312930444244 -19.50168339942583, 147.2325206117034 -19.42514854778609))",True,False,0.011962900864102566,0.011962900864102566,0.0,2.993216383477386e-11,0.006589527771794873,0.006589527771794874,0.0012825272208052527,91,91,0.0,0,4,0
22,22,"POLYGON ((147.3731161939888 -19.42709205690188, 147.4439733954631 -19.3897502514753, 147.5137154044626 -19.42891516868817, 147.5126353312517 -19.50545196463019, 147.4417394973072 -19.54282291726729, 147.3719623708874 -19.50362791175484, 147.3731161939888 -19.42709205690188))",True,False,0.011668117461538462,0.011668117461538464,0.0,2.7166815748968658e-11,0.006865509223076927,0.0068655092230769255,0.0013473366648606034,91,91,0.0,1,3,0
23,23,"POLYGON ((147.5137154044626 -19.42891516868817, 147.5845374857826 -19.39151270824116, 147.6543180113036 -19.43061787870598, 147.6533116933313 -19.50715555360592, 147.5824510928775 -19.54458719408213, 147.5126353312517 -19.50545196463019, 147.5137154044626 -19.42891516868817))",True,False,0.010354219317948724,0.010354219317948722,366.2531892650142,2.4250401363623268e-11,0.008159913587179485,0.008159913587179489,0.0015547082523771016,153,153,0.0,0,4,0
24,24,"POLYGON ((147.6543180113036 -19.43061787870598, 147.7251048539671 -19.39315479217267, 147.7949237826569 -19.43220018280902, 147.7939912249065 -19.50873867452973, 147.7231659766443 -19.54623097379425, 147.6533116933313 -19.50715555360592, 147.6543180113036 -19.43061787870598))",True,False,0.007836458330769243,0.007836458330769236,366.2531892650142,2.0618371380303995e-11,0.010651950992307684,0.010651950992307693,0.001736809179239015,153,153,0.0,0,3,0
25,25,"POLYGON ((147.7949237826569 -19.43220018280902, 147.8656752683281 -19.39467649927332, 147.9355324866364 -19.43366207714435, 147.9346736937261 -19.51020132354266, 147.8638839161889 -19.54775425239498, 147.7939912249065 -19.50873867452973, 147.7949237826569 -19.43220018280902))",False,False,0.0061398347615384714,0.00613983476153847,8.004935241243354,2.0467444231533753e-11,0.012348317789743584,0.012348317789743586,0.0020057073970102058,84,84,0.0,0,1,0
26,26,"POLYGON ((147.9355324866364 -19.43366207714435, 148.0062484971469 -19.39607782583935, 148.076143891327 -19.43500355815194, 148.0753588675099 -19.51154349707921, 148.0046046790627 -19.54915702616923, 147.9346736937261 -19.51020132354266, 147.9355324866364 -19.43366207714435))",True,False,0.008639452789743594,0.008639452789743597,0.0,1.522467343132024e-11,0.009848699761538461,0.009848699761538458,0.001697127859759842,82,82,0.0,0,5,0
27,27,"POLYGON ((148.076143891327 -19.43500355815194, 148.1468243086769 -19.39735876845989, 148.2167577647868 -19.43622462256481, 148.2160465139508 -19.51276519186763, 148.1453280327887 -19.55043929169578, 148.0753588675099 -19.51154349707921, 148.076143891327 -19.43500355815194))",False,False,0.011696901164102567,0.011696901164102567,1916.5832399088792,3.887390937591992e-12,0.006791251387179488,0.006791251387179489,0.0014072862255423324,162,162,0.0,1,7,0
28,28,"POLYGON ((148.2167577647868 -19.43622462256481, 148.2874024711461 -19.39851932401696, 148.3573738750494 -19.43732526740922, 148.3567364007172 -19.5138664049295, 148.2860537448646 -19.55160104584719, 148.2160465139508 -19.51276519186763, 148.2167577647868 -19.43622462256481))",False,False,0.009528129592307692,0.009528129592307692,0.0,1.0308296599766625e-12,0.008960022958974363,0.008960022958974363,0.001884993798665715,16,16,0.0,0,4,0
29,29,"POLYGON ((148.3573738750494 -19.43732526740922, 148.4279827527591 -19.39955948968559, 148.4979919901263 -19.43830549000472, 148.4974282954554 -19.51484713358036, 148.4267815827644 -19.5526422857898, 148.3567364007172 -19.5138664049295, 148.3573738750494 -19.43732526740922))",False,False,0.012610143776923084,0.012610143776923082,0.0,5.257877231522301e-13,0.005878008774358972,0.0058780087743589724,0.0013179846197004992,16,16,0.0,0,4,0
30,30,"POLYGON ((146.8831641269957 -19.30496373061862, 146.9540870117048 -19.26783307380298, 147.0236391771504 -19.30720647613667, 147.0223031080802 -19.38374068852885, 146.9513412588005 -19.4209003567868, 146.8817544454236 -19.38149678624612, 146.8831641269957 -19.30496373061862))",False,True,0.01343273816666667,0.013432738166666671,0.0,3.335672760395918e-11,0.005062642774358976,0.005062642774358974,0.001035350784075498,91,91,0.0,0,4,0
31,31,"POLYGON ((147.0236391771504 -19.30720647613667, 147.0945274105667 -19.27001511156998, 147.1641184249733 -19.30932892974682, 147.162855975009 -19.38586423689079, 147.0919288893916 -19.42308464607274, 147.0223031080803 -19.38374068852885, 147.0236391771504 -19.30720647613667))",False,False,0.009028135510256417,0.009028135510256413,0.0,4.216780853827632e-11,0.009630282448717945,0.009630282448717949,0.0017589232684514255,91,91,0.0,1,3,0
32,32,"POLYGON ((147.1641184249733 -19.30932892974682, 147.234971888305 -19.27207688579814, 147.3046016392826 -19.31133108628949, 147.3034128146648 -19.3878674261645, 147.2325206117034 -19.42514854778609, 147.162855975009 -19.38586423689079, 147.1641184249733 -19.30932892974682))",True,False,0.0074950244564102615,0.007495024456410258,0.0,4.2137318296246405e-11,0.011090170310256407,0.011090170310256409,0.002003252013904439,91,91,0.0,0,3,0
33,33,"POLYGON ((147.3046016392826 -19.31133108628949, 147.3754202138996 -19.27401839147782, 147.4450885888577 -19.31321294089744, 147.4439733954631 -19.3897502514753, 147.3731161939888 -19.42709205690188, 147.3034128146648 -19.3878674261645, 147.3046016392826 -19.31133108628949))",True,False,0.00923943108717948,0.009239431087179485,0.0,3.502403718820386e-11,0.009311985146153858,0.009311985146153851,0.001726892530177938,91,91,0.0,0,8,0
34,34,"POLYGON ((147.4450885888577 -19.31321294089744, 147.5158721562925 -19.27583962389146, 147.5855790424407 -19.31497448899552, 147.5845374857826 -19.39151270824116, 147.5137154044626 -19.42891516868817, 147.4439733954631 -19.3897502514753, 147.4450885888577 -19.31321294089744))",True,False,0.009642155894871794,0.0096421558948718,366.2531892650142,2.6440256031057866e-11,0.00886729683589744,0.008867296835897437,0.0015481385886960777,153,153,0.0,0,2,0
35,35,"POLYGON ((147.5855790424407 -19.31497448899552, 147.6563274843898 -19.27754057861334, 147.7260727687393 -19.31661572630084, 147.7251048539671 -19.39315479217267, 147.6543180113036 -19.43061787870598, 147.5845374857826 -19.39151270824116, 147.5855790424407 -19.31497448899552))",True,False,0.0063153880948717996,0.006315388094871803,8.004935241243354,2.674455656922946e-11,0.012172764456410256,0.012172764456410252,0.0019161301206917587,84,84,0.0,0,6,0
36,36,"POLYGON ((147.7260727687393 -19.31661572630084, 147.7967859670643 -19.27912125151, 147.8665695364287 -19.31813664882304, 147.8656752683281 -19.39467649927332, 147.7949237826569 -19.43220018280902, 147.7251048539671 -19.39315479217267, 147.7260727687393 -19.31661572630084))",True,False,0.004928868271794881,0.0049288682717948794,8.004935241243354,2.6872593444352443e-11,0.013559284279487174,0.013559284279487176,0.0021221694018051882,84,84,0.0,0,8,0
37,37,"POLYGON ((147.8665695364287 -19.31813664882304, 147.9372473731576 -19.28058163874002, 148.0070691141542 -19.31953725286389, 148.0062484971469 -19.39607782583935, 147.9355324866364 -19.43366207714435, 147.8656752683281 -19.39467649927332, 147.8665695364287 -19.31813664882304))",True,False,0.006477563866666669,0.006477563866666668,8.004935241243354,2.2260800463885698e-11,0.012010588684615386,0.012010588684615388,0.001965344064673078,84,84,0.0,0,2,0
38,38,"POLYGON ((148.0070691141542 -19.31953725286389, 148.0777114714825 -19.28192173675419, 148.1475712705332 -19.32081753501773, 148.1468243086769 -19.39735876845989, 148.076143891327 -19.43500355815194, 148.0062484971469 -19.39607782583935, 148.0070691141542 -19.31953725286389))",True,False,0.01324125353333334,0.013241253533333339,499.76647786275987,1.3416894503688112e-11,0.005246899017948716,0.0052468990179487165,0.0010467733016978763,151,151,0.0,1,6,0
39,39,"POLYGON ((148.1475712705332 -19.32081753501773, 148.2181780308252 -19.28314154229548, 148.2880757741577 -19.3219774921713, 148.2874024711461 -19.39851932401696, 148.2167577647868 -19.43622462256481, 148.1468243086769 -19.39735876845989, 148.1475712705332 -19.32081753501773))",True,False,0.013448672410256417,0.013448672410256416,4193.912083302482,3.6080545766944585e-12,0.005039480141025639,0.00503948014102564,0.0011397252169759616,180,180,0.0,0,6,0
40,40,"POLYGON ((148.2880757741577 -19.3219774921713, 148.3586468199474 -19.28424105239918, 148.4285823935964 -19.32301712150387, 148.4279827527591 -19.39955948968559, 148.3573738750494 -19.43732526740922, 148.2874024711461 -19.39851932401696, 148.2880757741577 -19.3219774921713))",False,False,0.01448216716153846,0.014482167161538464,1280.841641833727,1.3136325746259746e-12,0.004005985389743595,0.004005985389743592,0.0011213435997649997,101,101,0.0,0,4,0
41,41,"POLYGON ((146.5343837772594 -19.18403455765017, 146.6053364264289 -19.1470543090305, 146.6747370748513 -19.18657604324993, 146.6732193744865 -19.26310822915059, 146.602227544208 -19.30011738595728, 146.5327925979599 -19.26056543374378, 146.5343837772594 -19.18403455765017))",False,False,0.0132612536974359,0.013261253697435901,0.0,4.161488466983707e-11,0.005327481371794874,0.005327481371794873,0.0010840346703653763,91,91,0.0,0,1,0
42,42,"POLYGON ((146.6747370748513 -19.18657604324993, 146.7456554223917 -19.14953506399975, 146.8150951366405 -19.18899734399017, 146.8136509226989 -19.26553077779874, 146.7426935056495 -19.30260069864423, 146.6732193744865 -19.26310822915059, 146.6747370748513 -19.18657604324993))",False,True,0.01004821083846155,0.010048210838461547,0.0,5.296053577265471e-11,0.008805548641025633,0.008805548641025635,0.0016300292938562597,91,91,0.0,0,3,0
43,43,"POLYGON ((146.8150951366405 -19.18899734399017, 146.8859790636444 -19.1518956620638, 146.9554577320966 -19.19129845399469, 146.9540870117048 -19.26783307380298, 146.8831641269957 -19.30496373061862, 146.8136509226989 -19.26553077779874, 146.8150951366405 -19.18899734399017))",False,True,0.009258580869230768,0.009258580869230775,0.0,5.338196905359932e-11,0.010732631261538467,0.010732631261538462,0.0019443142292796395,91,91,0.0,0,7,0
44,44,"POLYGON ((146.9554577320966 -19.19129845399469, 147.0263071198146 -19.15413609749645, 147.0958246306446 -19.19347936767855, 147.0945274105667 -19.27001511156994, 147.0236391771504 -19.30720647613667, 146.9540870117048 -19.26783307380298, 146.9554577320966 -19.19129845399469))",True,False,0.008602129330769228,0.008602129330769228,34.4522916892261,4.832704124436068e-11,0.01025434185384616,0.01025434185384616,0.0018435535930236516,96,96,0.0,0,3,0
45,45,"POLYGON ((147.0958246306446 -19.19347936767855, 147.1666393604866 -19.15625636486254, 147.2361956016669 -19.19554007974823, 147.234971888305 -19.27207688579814, 147.1641184249733 -19.30932892974682, 147.0945274105667 -19.27001511156998, 147.0958246306446 -19.19347936767855))",False,False,0.008940523076923083,0.008940523076923081,0.0,4.3403762197653477e-11,0.009713558271794872,0.00971355827179487,0.0017549404925632018,91,91,0.0,1,1,0
46,46,"POLYGON ((147.2361956016669 -19.19554007974823, 147.3069755552035 -19.15825645901816, 147.3765704145058 -19.19748058520164, 147.3754202138996 -19.27401839147782, 147.3046016392826 -19.31133108628949, 147.234971888305 -19.27207688579814, 147.2361956016669 -19.19554007974823))",True,False,0.009657072115384626,0.009657072115384621,366.2531892650142,3.4289823604848183e-11,0.0088918007051282,0.008891800705128204,0.001563578155885518,153,153,0.0,0,4,0
47,47,"POLYGON ((147.3765704145058 -19.19748058520164, 147.4473154734691 -19.16013637511089, 147.5169488384657 -19.1993008793284, 147.5158721562925 -19.27583962389146, 147.4450885888577 -19.31321294089744, 147.3754202138996 -19.27401839147782, 147.3765704145058 -19.19748058520164))",True,False,0.007839746269230778,0.007839746269230775,366.2531892650142,3.09663719524657e-11,0.010656804528205126,0.010656804528205126,0.001704587672158026,153,153,0.0,0,3,0
48,48,"POLYGON ((147.5169488384657 -19.1993008793284, 147.5876588847508 -19.1618961085793, 147.6573306428155 -19.20100095770951, 147.6563274843898 -19.27754057861334, 147.5855790424407 -19.31497448899552, 147.5158721562925 -19.27583962389146, 147.5169488384657 -19.1993008793284))",True,False,0.005151152887179489,0.005151152887179487,0.0,3.33259868534859e-11,0.013336999664102567,0.013336999664102568,0.00204992838945638,82,82,0.0,0,5,0
49,49,"POLYGON ((147.6573306428155 -19.20100095770951, 147.7280055584814 -19.16353565515356, 147.7977155967905 -19.20258081621773, 147.7967859670643 -19.27912125151, 147.7260727687393 -19.31661572630084, 147.6563274843898 -19.27754057861334, 147.6573306428155 -19.20100095770951))",True,False,0.004604285512820522,0.004604285512820525,0.0,3.242558594467382e-11,0.013883867038461534,0.01388386703846153,0.0021356935058053817,82,82,0.0,0,2,0
50,50,"POLYGON ((147.7977155967905 -19.20258081621773, 147.8683552640617 -19.1650550108553, 147.9381034695951 -19.20404045101752, 147.9372473731576 -19.28058163874002, 147.8665695364287 -19.31813664882304, 147.7967859670643 -19.27912125151, 147.7977155967905 -19.20258081621773))",True,False,0.006435315023076938,0.006435315023076935,0.0,2.827471874439975e-11,0.012052837528205117,0.01205283752820512,0.0019302943238463425,82,82,0.0,0,1,0
51,51,"POLYGON ((147.9381034695951 -19.20404045101752, 148.0087077708623 -19.16645417199765, 148.0784940304049 -19.20537985856492, 148.0777114714825 -19.28192173675419, 148.0070691141542 -19.31953725286389, 147.9372473731576 -19.28058163874002, 147.9381034695951 -19.20404045101752))",True,False,0.010729101746153845,0.010729101746153848,1002.1985765493081,3.0995853783391493e-11,0.00775905080512821,0.007759050805128207,0.0014002899081518828,172,172,0.0,0,3,0
52,52,"POLYGON ((148.0784940304049 -19.20537985856492, 148.1490628482264 -19.16773313518505, 148.2188870483687 -19.20659903560797, 148.2181780308252 -19.28314154229548, 148.1475712705332 -19.32081753501773, 148.0777114714825 -19.28192173675419, 148.0784940304049 -19.20537985856492))",True,False,0.01399331515384615,0.013993315153846157,1002.1985765493081,4.092970631310438e-11,0.004494837397435906,0.004494837397435899,0.0010188560469812518,172,172,0.0,0,7,0
53,53,"POLYGON ((148.2188870483687 -19.20659903560797, 148.2894202654718 -19.16889189731395, 148.3592822926116 -19.20769797918645, 148.3586468199474 -19.28424105239918, 148.2880757741577 -19.3219774921713, 148.2181780308252 -19.28314154229548, 148.2188870483687 -19.20659903560797))",False,False,0.015476573212820515,0.015476573212820519,4.369572933765798,1.9355179810355084e-11,0.0030115793384615395,0.0030115793384615378,0.0009776005111172023,115,115,0.0,0,2,0
54,54,"POLYGON ((148.3592822926116 -19.20769797918645, 148.4297797918932 -19.16993045557189, 148.4996795322363 -19.2086766866319, 148.499117607589 -19.28522026439279, 148.4285823935964 -19.32301712150387, 148.3586468199474 -19.28424105239918, 148.3592822926116 -19.20769797918645))",True,False,0.016442005630769235,0.016442005630769235,0.06302521008403361,2.5499092509188126e-12,0.0020461469205128196,0.0020461469205128205,0.0007847743317960518,87,87,0.0,0,5,0
55,55,"POLYGON ((146.3264120053877 -19.06520257554505, 146.3973595527271 -19.02831192351875, 146.4666476679754 -19.06792222542895, 146.4650223060824 -19.14445340317348, 146.3940354743483 -19.18137289335846, 146.3247132916307 -19.14173235273704, 146.3264120053877 -19.06520257554505))",False,False,0.018488152551282055,0.018488152551282055,0.0,0.0,0.0,0.0,0.00023304591004550987,0,0,0.0,0,2,0
56,56,"POLYGON ((146.4666476679754 -19.06792222542895, 146.5375611437837 -19.03097084849534, 146.6068884284517 -19.07052179252649, 146.6053364264289 -19.14705430903055, 146.5343837772594 -19.18403455765017, 146.4650223060824 -19.14445340317348, 146.4666476679754 -19.06792222542895))",False,False,0.009926028125641025,0.009926028125641025,0.0,6.439115157376775e-11,0.008660947184615388,0.00866094718461539,0.0016250928686245816,91,91,0.0,0,5,0
57,57,"POLYGON ((146.6068884284517 -19.07052179252649, 146.6777677138694 -19.033509718376, 146.7471340568987 -19.07300127053896, 146.7456554223917 -19.14953506399981, 146.6747370748513 -19.18657604324993, 146.6053364264289 -19.14705430903055, 146.6068884284517 -19.07052179252649))",False,False,0.006691112010256408,0.006691112010256409,0.0,7.156109669976518e-11,0.011969653287179497,0.011969653287179492,0.0021583062180195326,91,91,0.0,1,4,0
58,58,"POLYGON ((146.7471340568987 -19.07300127053896, 146.8179790332223 -19.03592852701164, 146.8873843233511 -19.07536065345802, 146.8859790636444 -19.15189566206381, 146.8150951366405 -19.18899734399017, 146.7456554223917 -19.14953506399981, 146.7471340568987 -19.07300127053896))",True,True,0.00812734154358975,0.008127341543589748,0.0,6.004332195908551e-11,0.010732177092307692,0.010732177092307692,0.0019293710321885715,91,91,0.0,0,7,0
59,59,"POLYGON ((146.8873843233511 -19.07536065345802, 146.9581948720339 -19.03822726854399, 147.0276389977974 -19.07759993556606, 147.0263071198146 -19.15413609749646, 146.9554577320966 -19.19129845399469, 146.8859790636444 -19.15189566206381, 146.8873843233511 -19.07536065345802))",False,False,0.009360146469230779,0.009360146469230776,366.2531892650142,5.0127498160429466e-11,0.009481245215384609,0.009481245215384616,0.0017090058721353934,153,153,0.0,0,9,0
60,60,"POLYGON ((147.0276389977974 -19.07759993556606, 147.0984150004512 -19.04040593740487, 147.167897850183 -19.07971911143624, 147.1666393604866 -19.15625636486255, 147.0958246306446 -19.19347936767855, 147.0263071198146 -19.15413609749646, 147.0276389977974 -19.07759993556606))",False,False,0.00946951101538461,0.009469511015384619,366.2531892650142,3.938426663903893e-11,0.009095840287179498,0.009095840287179488,0.001555428784882318,153,153,0.0,0,4,0
61,61,"POLYGON ((147.167897850183 -19.07971911143624, 147.2386391885788 -19.04246452831687, 147.308160650412 -19.08171817593244, 147.3069755552035 -19.15825645901821, 147.2361956016669 -19.19554007974823, 147.1666393604866 -19.15625636486255, 147.167897850183 -19.07971911143624))",False,False,0.007531519417948726,0.00753151941794873,366.2531892650142,3.7161458028846075e-11,0.010959119697435892,0.01095911969743589,0.001728554098159479,153,153,0.0,1,7,0
